abilities,against_bug,against_dark,against_dragon,against_electric,against_fairy,against_fight,against_fire,against_flying,against_ghost,against_grass,against_ground,against_ice,against_normal,against_poison,against_psychic,against_rock,against_steel,against_water,attack,base_egg_steps,base_happiness,base_total,capture_rate,classfication,defense,experience_growth,height_m,hp,japanese_name,name,percentage_male,pokedex_number,sp_attack,sp_defense,speed,type1,type2,weight_kg,generation,is_legendary,is_dual_type,density,phys_ratio,offensive_score,defensive_score,survivability,stat_variance,speed_tier,catch_tier,gender_cat
"['Effect Spore', 'Regenerator']",1.0,1.0,1.0,0.5,0.5,0.5,2.0,2.0,1.0,0.25,1.0,2.0,1.0,1.0,2.0,1.0,1.0,0.5,85,5120,70,464,75.0,Mushroom Pokémon,70,1000000,0.6,114,Morobareruモロバレル,Amoonguss,50.0,591,85,80,30,grass,poison,10.5,5,0,1,29.17,0.5,66.7,88.0,86.1,752.7,Very Slow (<50),Hard (31-75),Mixed
"['Water Absorb', 'Cursed Body', 'Damp']",0.5,2.0,1.0,2.0,1.0,0.0,0.5,1.0,2.0,2.0,1.0,0.5,0.0,0.5,1.0,1.0,0.5,0.5,40,5120,70,335,190.0,Floating Pokémon,50,1000000,1.2,55,Pururillプルリル,Frillish,50.0,592,65,85,40,water,ghost,33.0,5,0,1,22.92,0.381,48.3,63.3,61.6,294.2,Very Slow (<50),Easy (151-255),Mixed
"['Water Absorb', 'Cursed Body', 'Damp']",0.5,2.0,1.0,2.0,1.0,0.0,0.5,1.0,2.0,2.0,1.0,0.5,0.0,0.5,1.0,1.0,0.5,0.5,60,5120,70,480,60.0,Floating Pokémon,70,1000000,2.2,100,Burungelブルンゲル,Jellicent,50.0,593,85,105,60,water,ghost,135.0,5,0,1,27.89,0.414,68.3,91.7,90.2,390.0,Slow (50-70),Hard (31-75),Mixed
"['Healer', 'Hydration', 'Regenerator']",1.0,1.0,1.0,2.0,1.0,1.0,0.5,1.0,1.0,2.0,1.0,0.5,1.0,1.0,1.0,1.0,0.5,0.5,75,10240,70,470,75.0,Caring Pokémon,80,800000,1.2,165,Mamanbouママンボウ,Alomomola,50.0,594,40,45,65,water,None,31.6,5,0,0,21.94,0.652,60.0,96.7,84.1,2056.7,Slow (50-70),Hard (31-75),Mixed
"['Compoundeyes', 'Unnerve', 'Swarm']",1.0,1.0,1.0,0.5,1.0,0.5,2.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0,1.0,2.0,0.5,1.0,47,5120,70,319,190.0,Attaching Pokémon,50,1000000,0.1,50,Bachuruバチュル,Joltik,50.0,595,57,50,65,bug,electric,0.6,5,0,1,60.0,0.452,56.3,50.0,50.0,44.6,Slow (50-70),Easy (151-255),Mixed
"['Compoundeyes', 'Unnerve', 'Swarm']",1.0,1.0,1.0,0.5,1.0,0.5,2.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0,1.0,2.0,0.5,1.0,77,5120,70,472,75.0,EleSpider Pokémon,60,1000000,0.8,70,Dentulaデンチュラ,Galvantula,50.0,596,97,60,108,bug,electric,14.3,5,0,1,22.34,0.443,94.0,63.3,63.2,394.3,Fast (90-110),Hard (31-75),Mixed
['Iron Barbs'],1.0,1.0,0.5,0.5,0.5,2.0,4.0,1.0,1.0,0.25,1.0,1.0,0.5,0.0,0.5,0.5,0.5,0.5,50,5120,70,305,255.0,Thorn Seed Pokémon,91,1000000,0.6,44,Tesseedテッシード,Ferroseed,50.0,597,24,86,10,grass,steel,18.8,5,0,1,52.22,0.676,28.0,73.7,70.1,1057.0,Very Slow (<50),Easy (151-255),Mixed
"['Iron Barbs', 'Anticipation']",1.0,1.0,0.5,0.5,0.5,2.0,4.0,1.0,1.0,0.25,1.0,1.0,0.5,0.0,0.5,0.5,0.5,0.5,94,5120,70,489,90.0,Thorn Pod Pokémon,131,1000000,1.0,74,Nutreyナットレイ,Ferrothorn,50.0,598,54,116,20,grass,steel,110.0,5,0,1,110.0,0.635,56.0,107.0,104.0,1678.3,Very Slow (<50),Medium (76-150),Mixed
"['Plus', 'Minus', 'Clear Body']",0.5,1.0,0.5,1.0,0.5,2.0,2.0,0.5,1.0,0.5,2.0,0.5,0.5,0.0,0.5,0.5,0.5,1.0,55,5120,70,300,130.0,Gear Pokémon,70,1059860,0.3,40,Giaruギアル,Klink,-1.0,599,45,60,30,steel,None,21.0,5,0,0,233.33,0.55,43.3,56.7,55.2,210.0,Very Slow (<50),Medium (76-150),Genderless
"['Plus', 'Minus', 'Clear Body']",0.5,1.0,0.5,1.0,0.5,2.0,2.0,0.5,1.0,0.5,2.0,0.5,0.5,0.0,0.5,0.5,0.5,1.0,80,5120,70,440,60.0,Gear Pokémon,95,1059860,0.6,60,Gigiaruギギアル,Klang,-1.0,600,70,85,50,steel,None,51.0,5,0,0,141.67,0.533,66.7,80.0,78.5,276.7,Very Slow (<50),Hard (31-75),Genderless
"['Plus', 'Minus', 'Clear Body']",0.5,1.0,0.5,1.0,0.5,2.0,2.0,0.5,1.0,0.5,2.0,0.5,0.5,0.0,0.5,0.5,0.5,1.0,100,5120,70,520,30.0,Gear Pokémon,115,1059860,0.6,60,Gigigiaruギギギアル,Klinklang,-1.0,601,70,85,90,steel,None,81.0,5,0,0,225.0,0.588,86.7,86.7,83.7,396.7,Medium (70-90),Legendary-tier (0-30),Genderless
['Levitate'],1.0,1.0,1.0,0.5,1.0,1.0,1.0,0.5,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,55,5120,70,275,190.0,EleFish Pokémon,40,1250000,0.2,35,Shibishirasuシビシラス,Tynamo,50.0,602,45,40,60,electric,None,0.3,5,0,0,7.5,0.55,53.3,38.3,38.3,94.2,Slow (50-70),Easy (151-255),Mixed
['Levitate'],1.0,1.0,1.0,0.5,1.0,1.0,1.0,0.5,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,85,5120,70,405,60.0,EleFish Pokémon,70,1250000,1.2,65,Shibibeelシビビール,Eelektrik,50.0,603,75,70,40,electric,None,22.0,5,0,0,15.28,0.531,66.7,68.3,68.3,227.5,Very Slow (<50),Hard (31-75),Mixed
['Levitate'],1.0,1.0,1.0,0.5,1.0,1.0,1.0,0.5,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,115,5120,70,515,30.0,EleFish Pokémon,80,1250000,2.1,85,Shibirudonシビルドン,Eelektross,50.0,604,105,80,50,electric,None,80.5,5,0,0,18.25,0.523,90.0,81.7,81.6,514.2,Very Slow (<50),Legendary-tier (0-30),Mixed
"['Telepathy', 'Synchronize', 'Analytic']",2.0,2.0,1.0,1.0,1.0,0.5,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,55,5120,70,335,255.0,Cerebral Pokémon,55,1000000,0.5,55,Ligrayリグレー,Elgyem,50.0,605,85,55,30,psychic,None,9.0,5,0,0,36.0,0.393,56.7,55.0,55.0,304.2,Very Slow (<50),Easy (151-255),Mixed
"['Telepathy', 'Synchronize', 'Analytic']",2.0,2.0,1.0,1.0,1.0,0.5,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,75,5120,70,485,90.0,Cerebral Pokémon,75,1000000,1.0,75,Ohbemオーベム,Beheeyem,50.0,606,125,95,40,psychic,None,34.5,5,0,0,34.5,0.375,80.0,81.7,81.1,784.2,Very Slow (<50),Medium (76-150),Mixed
"['Flash Fire', 'Flame Body', 'Infiltrator']",0.25,2.0,1.0,1.0,0.5,0.0,0.5,1.0,2.0,0.5,2.0,0.5,0.0,0.5,1.0,2.0,0.5,2.0,30,5120,70,275,190.0,Candle Pokémon,55,1059860,0.3,50,Hitomoshiヒトモシ,Litwick,50.0,607,65,55,20,ghost,fire,3.1,5,0,1,34.44,0.316,38.3,53.3,53.3,294.2,Very Slow (<50),Easy (151-255),Mixed
"['Flash Fire', 'Flame Body', 'Infiltrator']",0.25,2.0,1.0,1.0,0.5,0.0,0.5,1.0,2.0,0.5,2.0,0.5,0.0,0.5,1.0,2.0,0.5,2.0,40,5120,70,370,90.0,Lamp Pokémon,60,1059860,0.6,60,Lamplerランプラー,Lampent,50.0,608,95,60,55,ghost,fire,13.0,5,0,1,36.11,0.296,63.3,60.0,60.0,326.7,Slow (50-70),Medium (76-150),Mixed
"['Flash Fire', 'Flame Body', 'Infiltrator']",0.25,2.0,1.0,1.0,0.5,0.0,0.5,1.0,2.0,0.5,2.0,0.5,0.0,0.5,1.0,2.0,0.5,2.0,55,5120,70,520,45.0,Luring Pokémon,90,1059860,1.0,60,Chandelaシャンデラ,Chandelure,50.0,609,145,90,80,ghost,fire,34.3,5,0,1,34.3,0.275,93.3,80.0,78.6,1036.7,Medium (70-90),Hard (31-75),Mixed
"['Rivalry', 'Mold Breaker', 'Unnerve']",1.0,1.0,2.0,0.5,2.0,1.0,0.5,1.0,1.0,0.5,1.0,2.0,1.0,1.0,1.0,1.0,1.0,0.5,87,10240,35,320,75.0,Tusk Pokémon,60,1250000,0.6,46,Kibagoキバゴ,Axew,50.0,610,30,40,57,dragon,None,18.0,5,0,0,50.0,0.744,58.0,48.7,48.0,393.5,Slow (50-70),Hard (31-75),Mixed
"['Rivalry', 'Mold Breaker', 'Unnerve']",1.0,1.0,2.0,0.5,2.0,1.0,0.5,1.0,1.0,0.5,1.0,2.0,1.0,1.0,1.0,1.0,1.0,0.5,117,10240,35,410,60.0,Axe Jaw Pokémon,70,1250000,1.0,66,Onondoオノンド,Fraxure,50.0,611,40,50,67,dragon,None,36.0,5,0,0,36.0,0.745,74.7,62.0,61.4,703.5,Slow (50-70),Hard (31-75),Mixed
"['Rivalry', 'Mold Breaker', 'Unnerve']",1.0,1.0,2.0,0.5,2.0,1.0,0.5,1.0,1.0,0.5,1.0,2.0,1.0,1.0,1.0,1.0,1.0,0.5,147,10240,35,540,45.0,Axe Jaw Pokémon,90,1250000,1.8,76,Ononokusオノノクス,Haxorus,50.0,612,60,70,97,dragon,None,105.5,5,0,0,32.56,0.71,101.3,78.7,78.2,958.8,Fast (90-110),Hard (31-75),Mixed
"['Snow Cloak', 'Slush Rush', 'Rattled']",1.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,2.0,2.0,1.0,70,5120,70,305,120.0,Chill Pokémon,40,1000000,0.5,55,Kumasyunクマシュン,Cubchoo,50.0,613,60,40,40,ice,None,8.5,5,0,0,34.0,0.538,56.7,45.0,44.5,164.2,Very Slow (<50),Medium (76-150),Mixed
"['Snow Cloak', 'Slush Rush', 'Swift Swim']",1.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,2.0,2.0,1.0,130,5120,70,505,60.0,Freezing Pokémon,80,1000000,2.6,95,Tunbearツンベアー,Beartic,50.0,614,70,80,50,ice,None,260.0,5,0,0,38.46,0.65,83.3,85.0,84.7,724.2,Very Slow (<50),Hard (31-75),Mixed
['Levitate'],1.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,2.0,2.0,1.0,50,6400,70,515,25.0,Crystallizing Pokémon,50,1000000,1.1,80,Freegeoフリージオ,Cryogonal,-1.0,615,95,135,105,ice,None,148.0,5,0,0,122.31,0.345,83.3,88.3,81.4,1094.2,Fast (90-110),Legendary-tier (0-30),Genderless
"['Hydration', 'Shell Armor', 'Overcoat']",1.0,1.0,1.0,1.0,1.0,0.5,2.0,2.0,1.0,0.5,0.5,1.0,1.0,1.0,1.0,2.0,1.0,1.0,40,3840,70,305,200.0,Snail Pokémon,85,1000000,0.4,50,Chobomakiチョボマキ,Shelmet,50.0,616,40,65,25,bug,None,7.7,5,0,0,48.12,0.5,35.0,66.7,65.1,454.2,Very Slow (<50),Easy (151-255),Mixed
"['Hydration', 'Sticky Hold', 'Unburden']",1.0,1.0,1.0,1.0,1.0,0.5,2.0,2.0,1.0,0.5,0.5,1.0,1.0,1.0,1.0,2.0,1.0,1.0,70,3840,70,495,75.0,Shell Out Pokémon,40,1000000,0.8,80,Agilderアギルダー,Accelgor,50.0,617,100,60,145,bug,None,25.3,5,0,0,39.53,0.412,105.0,60.0,57.7,1337.5,Very Fast (110-150),Hard (31-75),Mixed
"['Static', 'Limber', 'Sand Veil']",1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.5,1.0,2.0,2.0,2.0,1.0,0.5,1.0,0.5,0.5,2.0,66,5120,70,471,75.0,Trap Pokémon,84,1000000,0.7,109,Maggyoマッギョ,Stunfisk,50.0,618,81,99,32,ground,electric,11.0,5,0,1,22.45,0.449,59.7,97.3,96.8,741.1,Very Slow (<50),Hard (31-75),Mixed
"['Inner Focus', 'Regenerator', 'Reckless']",0.5,0.5,1.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,0.5,1.0,1.0,85,6400,70,350,180.0,Martial Arts Pokémon,50,1059860,0.9,45,Kojofuコジョフー,Mienfoo,50.0,619,55,50,65,fighting,None,20.0,5,0,0,24.69,0.607,68.3,48.3,48.3,216.7,Slow (50-70),Easy (151-255),Mixed
"['Inner Focus', 'Regenerator', 'Reckless']",0.5,0.5,1.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,0.5,1.0,1.0,125,6400,70,510,45.0,Martial Arts Pokémon,60,1059860,1.4,65,Kojondoコジョンド,Mienshao,50.0,620,95,60,105,fighting,None,35.5,5,0,0,18.11,0.568,108.3,61.7,61.6,750.0,Fast (90-110),Hard (31-75),Mixed
"['Rough Skin', 'Sheer Force', 'Mold Breaker']",1.0,1.0,2.0,0.5,2.0,1.0,0.5,1.0,1.0,0.5,1.0,2.0,1.0,1.0,1.0,1.0,1.0,0.5,120,7680,70,485,45.0,Cave Pokémon,90,1000000,1.6,77,Crimganクリムガン,Druddigon,50.0,621,60,90,48,dragon,None,139.0,5,0,0,54.3,0.667,76.0,85.7,85.4,645.8,Very Slow (<50),Hard (31-75),Mixed
"['Iron Fist', 'Klutz', 'No Guard']",0.5,2.0,1.0,0.0,1.0,0.0,1.0,1.0,2.0,2.0,1.0,2.0,0.0,0.25,1.0,0.5,1.0,2.0,74,6400,70,303,190.0,Automaton Pokémon,50,1000000,1.0,59,Gobitゴビット,Golett,-1.0,622,35,50,35,ground,ghost,92.0,5,0,1,92.0,0.679,48.0,53.0,52.8,221.1,Very Slow (<50),Easy (151-255),Genderless
"['Iron Fist', 'Klutz', 'No Guard']",0.5,2.0,1.0,0.0,1.0,0.0,1.0,1.0,2.0,2.0,1.0,2.0,0.0,0.25,1.0,0.5,1.0,2.0,124,6400,70,483,90.0,Automaton Pokémon,80,1000000,2.8,89,Goloogゴルーグ,Golurk,-1.0,623,55,80,55,ground,ghost,330.0,5,0,1,42.09,0.693,78.0,83.0,82.9,653.1,Slow (50-70),Medium (76-150),Genderless
"['Defiant', 'Inner Focus', 'Pressure']",1.0,0.5,0.5,1.0,1.0,4.0,2.0,0.5,0.5,0.5,2.0,0.5,0.5,0.0,0.0,0.5,0.5,1.0,85,5120,35,340,120.0,Sharp Blade Pokémon,70,1000000,0.5,45,Komatanaコマタナ,Pawniard,50.0,624,40,40,60,dark,steel,10.2,5,0,1,40.8,0.68,61.7,51.7,50.1,336.7,Slow (50-70),Medium (76-150),Mixed
"['Defiant', 'Inner Focus', 'Pressure']",1.0,0.5,0.5,1.0,1.0,4.0,2.0,0.5,0.5,0.5,2.0,0.5,0.5,0.0,0.0,0.5,0.5,1.0,125,5120,35,490,45.0,Sword Blade Pokémon,100,1000000,1.6,65,Kirikizanキリキザン,Bisharp,50.0,625,60,70,70,dark,steel,70.0,5,0,1,27.34,0.676,85.0,78.3,76.9,646.7,Slow (50-70),Hard (31-75),Mixed
"['Reckless', 'Sap Sipper', 'Soundproof']",1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,110,5120,70,490,45.0,Bash Buffalo Pokémon,95,1000000,1.6,95,Buffronバッフロン,Bouffalant,50.0,626,40,95,55,normal,None,94.6,5,0,0,36.95,0.733,68.3,95.0,95.0,756.7,Slow (50-70),Hard (31-75),Mixed
"['Keen Eye', 'Sheer Force', 'Hustle']",0.5,1.0,1.0,2.0,1.0,1.0,1.0,1.0,0.0,0.5,0.0,2.0,1.0,1.0,1.0,2.0,1.0,1.0,83,5120,70,350,190.0,Eaglet Pokémon,50,1250000,0.5,70,Washibonワシボン,Rufflet,100.0,627,37,50,60,normal,flying,10.5,5,0,1,42.0,0.692,60.0,56.7,55.9,268.3,Slow (50-70),Easy (151-255),Male-only
"['Keen Eye', 'Sheer Force', 'Defiant']",0.5,1.0,1.0,2.0,1.0,1.0,1.0,1.0,0.0,0.5,0.0,2.0,1.0,1.0,1.0,2.0,1.0,1.0,123,5120,70,510,60.0,Valiant Pokémon,75,1250000,1.5,100,Warrgleウォーグル,Braviary,100.0,628,57,75,80,normal,flying,41.0,5,0,1,18.22,0.683,86.7,83.3,82.5,535.6,Medium (70-90),Hard (31-75),Male-only
"['Big Pecks', 'Overcoat', 'Weak Armor']",1.0,0.5,1.0,2.0,2.0,1.0,1.0,1.0,0.5,0.5,0.0,2.0,1.0,1.0,0.0,2.0,1.0,1.0,55,5120,35,370,190.0,Diapered Pokémon,75,1250000,0.5,70,Valchaiバルチャイ,Vullaby,0.0,629,45,65,60,dark,flying,9.0,5,0,1,36.0,0.55,53.3,70.0,69.9,116.7,Slow (50-70),Easy (151-255),Female-only
"['Big Pecks', 'Overcoat', 'Weak Armor']",1.0,0.5,1.0,2.0,2.0,1.0,1.0,1.0,0.5,0.5,0.0,2.0,1.0,1.0,0.0,2.0,1.0,1.0,65,5120,35,510,60.0,Bone Vulture Pokémon,105,1250000,1.2,110,Vulginaバルジーナ,Mandibuzz,0.0,630,55,95,80,dark,flying,39.5,5,0,1,27.43,0.542,66.7,103.3,103.1,490.0,Medium (70-90),Hard (31-75),Female-only
"['Gluttony', 'Flash Fire', 'White Smoke']",0.5,1.0,1.0,1.0,0.5,1.0,0.5,1.0,1.0,0.5,2.0,0.5,1.0,1.0,1.0,2.0,0.5,2.0,97,5120,70,484,90.0,Anteater Pokémon,66,1000000,1.4,85,Kuitaranクイタラン,Heatmor,50.0,631,105,66,65,fire,None,58.0,5,0,0,29.59,0.48,89.0,72.3,71.8,310.7,Slow (50-70),Medium (76-150),Mixed
"['Swarm', 'Hustle', 'Truant']",0.5,1.0,0.5,1.0,0.5,1.0,4.0,1.0,1.0,0.25,1.0,0.5,0.5,0.0,0.5,1.0,0.5,1.0,109,5120,70,484,90.0,Iron Ant Pokémon,112,1000000,0.3,58,Aiantアイアント,Durant,50.0,632,48,48,109,bug,steel,33.0,5,0,1,366.67,0.694,88.7,72.7,67.8,1047.1,Fast (90-110),Medium (76-150),Mixed
['Hustle'],2.0,0.5,2.0,0.5,4.0,2.0,0.5,1.0,0.5,0.5,1.0,2.0,1.0,1.0,0.0,1.0,1.0,0.5,65,10240,35,300,45.0,Irate Pokémon,50,1250000,0.8,52,Monozuモノズ,Deino,50.0,633,45,50,38,dark,dragon,17.3,5,0,1,27.03,0.591,49.3,50.7,50.7,79.6,Very Slow (<50),Hard (31-75),Mixed
['Hustle'],2.0,0.5,2.0,0.5,4.0,2.0,0.5,1.0,0.5,0.5,1.0,2.0,1.0,1.0,0.0,1.0,1.0,0.5,85,10240,35,420,45.0,Hostile Pokémon,70,1250000,1.4,72,Diheadジヘッド,Zweilous,50.0,634,65,70,58,dark,dragon,50.0,5,0,1,25.51,0.567,69.3,70.7,70.7,79.6,Slow (50-70),Hard (31-75),Mixed
['Levitate'],2.0,0.5,2.0,0.5,4.0,2.0,0.5,1.0,0.5,0.5,1.0,2.0,1.0,1.0,0.0,1.0,1.0,0.5,105,10240,35,600,45.0,Brutal Pokémon,90,1250000,1.8,92,Sazandoraサザンドラ,Hydreigon,50.0,635,125,90,98,dark,dragon,160.0,5,0,1,49.38,0.457,109.3,90.7,90.7,183.6,Fast (90-110),Hard (31-75),Mixed
"['Flame Body', 'Swarm']",0.5,1.0,1.0,1.0,0.5,0.5,1.0,2.0,1.0,0.25,1.0,0.5,1.0,1.0,1.0,4.0,0.5,2.0,85,10240,70,360,45.0,Torch Pokémon,55,1250000,1.1,55,Merlarvaメラルバ,Larvesta,50.0,636,50,55,60,bug,fire,28.8,5,0,1,23.8,0.63,65.0,55.0,55.0,160.0,Slow (50-70),Hard (31-75),Mixed
"['Flame Body', 'Swarm']",0.5,1.0,1.0,1.0,0.5,0.5,1.0,2.0,1.0,0.25,1.0,0.5,1.0,1.0,1.0,4.0,0.5,2.0,60,10240,70,550,15.0,Sun Pokémon,65,1250000,1.6,85,Ulgamothウルガモス,Volcarona,50.0,637,135,105,100,bug,fire,46.0,5,0,1,17.97,0.308,98.3,85.0,83.4,776.7,Fast (90-110),Legendary-tier (0-30),Mixed
['Justified'],0.25,0.5,0.5,1.0,1.0,2.0,2.0,1.0,1.0,0.5,2.0,0.5,0.5,0.0,1.0,0.25,0.5,1.0,90,20480,35,580,3.0,Iron Will Pokémon,129,1250000,2.1,91,Cobalonコバルオン,Cobalion,-1.0,638,90,72,108,steel,fighting,250.0,5,1,1,56.69,0.5,96.0,97.3,94.5,380.7,Fast (90-110),Legendary-tier (0-30),Genderless
['Justified'],0.5,0.5,1.0,1.0,2.0,2.0,0.5,1.0,1.0,2.0,2.0,1.0,0.5,0.5,2.0,0.5,2.0,2.0,129,20480,35,580,3.0,Cavern Pokémon,90,1250000,1.9,91,Terrakionテラキオン,Terrakion,-1.0,639,72,90,108,rock,fighting,260.0,5,1,1,72.02,0.642,103.0,90.3,90.3,380.7,Fast (90-110),Legendary-tier (0-30),Genderless
['Justified'],1.0,0.5,1.0,0.5,2.0,1.0,2.0,4.0,1.0,0.5,0.5,2.0,1.0,2.0,2.0,0.5,1.0,0.5,90,20480,35,580,3.0,Grassland Pokémon,72,1250000,2.0,91,Virizionビリジオン,Virizion,-1.0,640,90,129,108,grass,fighting,200.0,5,1,1,50.0,0.5,96.0,97.3,94.5,380.7,Fast (90-110),Legendary-tier (0-30),Genderless
"['Prankster', 'Defiant', 'Regenerator']",0.5,1.0,1.0,2.0,1.0,0.5,1.0,1.0,1.0,0.5,0.0,2.0,1.0,1.0,1.0,2.0,1.0,1.0,100,30720,90,580,3.0,Cyclone Pokémon,80,1250000,1.5,79,Tornelos (keshin Forme)トルネロス,Tornadus,100.0,641,110,90,121,flying,None,63.0,5,1,0,28.0,0.476,110.3,83.0,82.9,283.1,Very Fast (110-150),Legendary-tier (0-30),Male-only
"['Prankster', 'Defiant', 'Volt Absorb']",0.5,1.0,1.0,1.0,1.0,0.5,1.0,0.5,1.0,0.5,0.0,2.0,1.0,1.0,1.0,2.0,0.5,1.0,105,30720,90,580,3.0,Bolt Strike Pokémon,70,1250000,1.5,79,Voltolos (keshin Forme)ボルトロス,Thundurus,100.0,642,145,80,101,electric,flying,61.0,5,1,1,27.11,0.42,117.0,76.3,76.2,745.1,Fast (90-110),Legendary-tier (0-30),Male-only
['Turboblaze'],0.5,1.0,2.0,0.5,1.0,1.0,0.25,1.0,1.0,0.25,2.0,1.0,1.0,1.0,1.0,2.0,0.5,1.0,120,30720,0,680,3.0,Vast White Pokémon,100,1250000,3.2,100,Reshiramレシラム,Reshiram,-1.0,643,150,120,90,dragon,fire,330.0,5,1,1,32.23,0.444,120.0,106.7,106.3,466.7,Medium (70-90),Legendary-tier (0-30),Genderless
['Teravolt'],1.0,1.0,2.0,0.25,2.0,1.0,0.5,0.5,1.0,0.5,2.0,2.0,1.0,1.0,1.0,1.0,0.5,0.5,150,30720,0,680,3.0,Deep Black Pokémon,120,1250000,2.9,100,Zekromゼクロム,Zekrom,-1.0,644,120,100,90,dragon,electric,345.0,5,1,1,41.02,0.556,120.0,106.7,106.3,466.7,Medium (70-90),Legendary-tier (0-30),Genderless
"['Sand Force', 'Sheer Force', 'Intimidate']",0.5,1.0,1.0,0.0,1.0,0.5,1.0,1.0,1.0,1.0,0.0,4.0,1.0,0.5,1.0,1.0,1.0,2.0,145,30720,90,600,3.0,Abundance Pokémon,90,1250000,1.5,89,Landlos (keshin Forme)ランドロス,Landorus,100.0,645,105,80,91,ground,flying,68.0,5,1,1,30.22,0.58,113.7,86.3,86.2,550.4,Fast (90-110),Legendary-tier (0-30),Male-only
"['Pressure', 'Teravolt', 'Turboblaze']",1.0,1.0,2.0,0.5,2.0,2.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0,1.0,2.0,2.0,0.5,120,30720,0,700,3.0,Boundary Pokémon,90,1250000,3.0,125,Kyuremキュレム,Kyurem,-1.0,646,170,100,95,dragon,ice,325.0,5,1,1,36.11,0.414,128.3,105.0,104.0,876.7,Fast (90-110),Legendary-tier (0-30),Genderless
['Justified'],0.5,0.5,1.0,2.0,2.0,1.0,0.5,2.0,1.0,2.0,1.0,0.5,1.0,1.0,2.0,0.5,0.5,0.5,72,20480,35,580,3.0,Colt Pokémon,90,1250000,1.4,91,Keldeo (itsumo No Sugata)ケルディオ,Keldeo,-1.0,647,129,90,108,water,fighting,48.5,5,1,1,24.74,0.358,103.0,90.3,90.3,380.7,Fast (90-110),Legendary-tier (0-30),Genderless
['Serene Grace'],2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,128,30720,100,600,3.0,Melody Pokémon,90,1250000,0.6,100,Meloetta (step Forme)メロエッタ,Meloetta,-1.0,648,77,77,128,normal,psychic,6.5,5,1,1,18.06,0.624,111.0,89.0,88.5,545.2,Very Fast (110-150),Legendary-tier (0-30),Genderless
['Download'],0.5,1.0,0.5,1.0,0.5,1.0,4.0,1.0,1.0,0.25,1.0,0.5,0.5,0.0,0.5,1.0,0.5,1.0,120,30720,0,600,3.0,Paleozoic Pokémon,95,1250000,1.5,71,Genesectゲノセクト,Genesect,-1.0,649,120,95,99,bug,steel,82.5,5,1,1,36.67,0.5,113.0,87.0,86.2,338.4,Fast (90-110),Legendary-tier (0-30),Genderless
"['Overgrow', 'Bulletproof']",2.0,1.0,1.0,0.5,1.0,1.0,2.0,2.0,1.0,0.5,0.5,2.0,1.0,2.0,1.0,1.0,1.0,0.5,61,5120,70,313,45.0,Spiky Nut Pokémon,65,1059860,0.4,56,Harimaronハリマロン,Chespin,88.1,650,48,45,38,grass,None,9.0,6,0,0,56.25,0.56,49.0,55.3,54.7,105.4,Very Slow (<50),Hard (31-75),Mixed
"['Overgrow', 'Bulletproof']",2.0,1.0,1.0,0.5,1.0,1.0,2.0,2.0,1.0,0.5,0.5,2.0,1.0,2.0,1.0,1.0,1.0,0.5,78,5120,70,405,45.0,Spiny Armor Pokémon,95,1059860,0.7,61,Hariborgハリボーグ,Quilladin,88.1,651,56,58,57,grass,None,29.0,6,0,0,59.18,0.582,63.7,71.3,69.5,248.3,Slow (50-70),Hard (31-75),Mixed
"['Overgrow', 'Bulletproof']",1.0,0.5,1.0,0.5,2.0,1.0,2.0,4.0,1.0,0.5,0.5,2.0,1.0,2.0,2.0,0.5,1.0,0.5,107,5120,70,530,45.0,Spiny Armor Pokémon,122,1059860,1.6,88,Brigarronブリガロン,Chesnaught,88.1,652,74,75,64,grass,fighting,90.0,6,0,1,35.16,0.591,81.7,95.0,93.0,491.5,Slow (50-70),Hard (31-75),Mixed
